SITE,HUNIT,VUNIT,ID,DEBITAGECLASS,MATERIAL,TERMINATIONTYPE,CORTEX,MAXLENGTH,MAXWIDTH,MAXTHICK,PLATWIDTH,PLATTHICK,PLATANGLE,DOTSCORTEX,DOTSNONCORTEX,NUMBER_OF_FLAKESCARS,CORESURFACES,SURFACEINTERACTIONS,WEIGHT,COMMENT
SPRING CAVE,I9,ALL BLACK,20023,COMPFLAKE,HORNFELS,FEATHER,0,11,8,3,8,3,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20052,COMPFLAKE,QUARTZ,FEATHER,0,13,12,2,4,2,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20057,COMPFLAKE,QUARTZ,STEP,60,18,11,5,6,3,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20115,COMPFLAKE,SILCRETE,FEATHER,10,17,14,5,12,6,,,,,,,1.3,
SPRING CAVE,I9,ALL BLACK,20021,COMPFLAKE,QUARTZ,FEATHER,0,11,6,4,4,2,90,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20066,COMPFLAKE,QUARTZ,HINGE,0,13,11,5,7,3,90,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20073,COMPFLAKE,QUARTZITE,FEATHER,80,16,10,3,6,3,90,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20079,COMPFLAKE,QUARTZ,FEATHER,0,39,20,8,17,6,90,,,,,,5.4,
SPRING CAVE,I9,ALL BLACK,20102,COMPFLAKE,QUARTZ,STEP,0,17,10,4,9,3,90,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20031,COMPFLAKE,QUARTZ,FEATHER,0,10,5,1,5,1,80,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20067,COMPFLAKE,QUARTZ,FEATHER,0,14,11,3,11,3,80,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20068,COMPFLAKE,QUARTZ,NA,10,15,14,5,13,4,80,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20078,COMPFLAKE,QUARTZ,PLUNGE,100,27,21,6,11,4,80,,,,,,3,
SPRING CAVE,I9,ALL BLACK,20090,COMPFLAKE,QUARTZ,FEATHER,0,13,8,3,5,1,80,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20104,COMPFLAKE,QUARTZ,FEATHER,0,12,9,4,9,3,80,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20769,COMPFLAKE,SILCRETE,PLUNGE,0,33,29,7,10,5,80,,,,,,6.6,
SPRING CAVE,I9,ALL BLACK,20019,COMPFLAKE,QUARTZ,FEATHER,0,10,6,3,8,3,70,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20027,COMPFLAKE,QUARTZ,STEP,10,10,8,3,7,4,70,,,,,,0,
SPRING CAVE,I9,ALL BLACK,20038,COMPFLAKE,QUARTZ,NA,10,17,12,4,6,2,70,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20047,COMPFLAKE,QUARTZ,FEATHER,0,20,14,2,3,1,70,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20049,COMPFLAKE,QUARTZ,STEP,10,11,7,3,7,3,70,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20071,COMPFLAKE,QUARTZ,FEATHER,10,18,14,5,15,5,70,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20076,COMPFLAKE,QUARTZ,FEATHER,10,17,12,3,13,4,70,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20082,PROXFLAKE,SILCRETE,NA,0,15,14,4,8,4,70,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20084,COMPFLAKE,QUARTZ,PLUNGE,10,27,19,8,26,8,70,,,,,,3.8,
SPRING CAVE,I9,ALL BLACK,20099,COMPFLAKE,QUARTZ,FEATHER,0,13,11,3,8,4,70,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20782,COMPFLAKE,QUARTZ,FEATHER,10,18,13,5,13,5,70,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20018,COMPFLAKE,QUARTZ,PLUNGE,0,11,7,1,2,1,60,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20020,COMPFLAKE,QUARTZ,FEATHER,0,10,4,2,3,2,60,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20040,COMPFLAKE,QUARTZ,STEP,0,13,9,7,10,7,60,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20041,COMPFLAKE,QUARTZ,FEATHER,0,10,7,2,7,2,60,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20026,COMPFLAKE,QUARTZ,FEATHER,0,11,7,2,6,3,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20022,BROKEFLAKE,QUARTZ,,0,10,4,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20024,ANGFRAG,QUARTZ,,0,11,5,4,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20025,BROKEFLAKE,QUARTZ,,0,15,5,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20028,ANGFRAG,QUARTZ,,0,10,7,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20029,ANGFRAG,QUARTZ,,100,10,4,4,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20030,ANGFRAG,SILCRETE,,0,10,6,4,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20032,ANGFRAG,QUARTZ,,0,10,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20033,ANGFRAG,QUARTZ,,40,16,16,10,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20034,ANGFRAG,QUARTZ,,10,22,12,8,,,,,,,,,2,
SPRING CAVE,I9,ALL BLACK,20036,ANGFRAG,HORNFELS,,100,25,8,7,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20037,ANGFRAG,QUARTZ,,70,16,13,7.2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20039,PROXFLAKE,QUARTZ,,0,21,14,6,,,,,,,,,2,
SPRING CAVE,I9,ALL BLACK,20042,ANGFRAG,QUARTZ,,100,25,15,10,,,,,,,,,4,
SPRING CAVE,I9,ALL BLACK,20043,ANGFRAG,QUARTZ,,0,10,8,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20044,ANGFRAG,QUARTZ,,10,24,16,6,,,,,,,,,2,
SPRING CAVE,I9,ALL BLACK,20045,ANGFRAG,QUARTZ,,100,18,11,9,,,,,,,,,2,
SPRING CAVE,I9,ALL BLACK,20050,ANGFRAG,QUARTZ,,0,10,9,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20051,ANGFRAG,QUARTZ,,0,10,6,1,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20053,ANGFRAG,QUARTZ,,20,17,14,4,,,,,,,,,0.1,0.1
SPRING CAVE,I9,ALL BLACK,20054,ANGFRAG,QUARTZ,,0,10,7,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20055,ANGFRAG,QUARTZ,,100,15,6,4,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20056,ANGFRAG,QUARTZ,,80,15,8,6,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20058,ANGFRAG,QUARTZ,,30,14,12,5,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20059,BROKEFLAKE,QUARTZ,,0,16,9,3,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20060,COMPLETETOOL,QUARTZ,,0,17,11,4,,,,,,,,,1,
SPRING CAVE,I9,ALL BLACK,20061,ANGFRAG,QUARTZ,,0,14,10,5,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20063,BROKEFLAKE,QUARTZ,,100,14,9,5,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20064,ANGFRAG,QUARTZ,,0,13,9,4,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20065,CORE,CCS,,0,22,17,12,,,,,,11,3,2,3.8,bipolar core
SPRING CAVE,I9,ALL BLACK,20069,ANGFRAG,QUARTZ,,0,12,8,2,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20070,DISTFLAKE,SILCRETE,,0,11,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20072,BROKEFLAKE,QUARTZ,,0,16,7,4,,,,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20074,ANGFRAG,QUARTZITE,,0,22,13,7,,,,,,,,,1.2,coarse grain
SPRING CAVE,I9,ALL BLACK,20075,ANGFRAG,QUARTZITE,,30,18,13,9,,,,,,,,,1.4,
SPRING CAVE,I9,ALL BLACK,20077,BROKEFLAKE,QUARTZITE,FEATHER,40,38,30,12,,,,,,,,,8.9,coarse grain
SPRING CAVE,I9,ALL BLACK,20081,COMPFLAKE,QUARTZ,FEATHER,0,10,5,2,5,2,,,,,,,,
SPRING CAVE,I9,ALL BLACK,20085,BROKEFLAKE,QUARTZ,,100,13,8,3,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20086,ANGFRAG,QUARTZ,,0,13,5,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20087,ANGFRAG,QUARTZ,,0,10,6,2,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20088,ANGFRAG,QUARTZ,,0,12,8,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20089,ANGFRAG,QUARTZ,,0,16,12,5,,,,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20091,ANGFRAG,QUARTZ,,20,14,12,6,,,,,,,,,1.3,
SPRING CAVE,I9,ALL BLACK,20092,BROKEFLAKE,QUARTZ,,0,20,12,4,,,,,,,,,0.8,
SPRING CAVE,I9,ALL BLACK,20093,ANGFRAG,QUARTZ,,10,15,8,4,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20094,ANGFRAG,QUARTZ,,0,14,9,4,,,,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20095,ANGFRAG,QUARTZ,,100,13,10,7,,,,,,,,,0.9,
SPRING CAVE,I9,ALL BLACK,20096,BROKEFLAKE,QUARTZ,,0,12,10,2,,,,,,,,,2,0.3
SPRING CAVE,I9,ALL BLACK,20097,ANGFRAG,QUARTZ,,40,14,8,4,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20098,ANGFRAG,QUARTZ,,0,12,9,5,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20100,ANGFRAG,QUARTZ,,0,16,9,3,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20101,ANGFRAG,QUARTZ,,0,13,10,6,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20103,ANGFRAG,QUARTZ,,100,13,8,5,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20105,ANGFRAG,QUARTZ,,0,12,8,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20106,ANGFRAG,QUARTZ,,0,12,8,3,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20107,ANGFRAG,QUARTZITE,,0,32,23,10,,,,,,,,,6.6,coarse grain
SPRING CAVE,I9,ALL BLACK,20108,ANGFRAG,QUARTZITE,,0,13,7,6,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20109,BROKEFLAKE,QUARTZITE,,0,18,10,4,,,,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20110,ANGFRAG,QUARTZITE,,10,20,17,7,,,,,,,,,2.5,
SPRING CAVE,I9,ALL BLACK,20111,ANGFRAG,QUARTZITE,,0,17,11,5,,,,,,,,,0.9,
SPRING CAVE,I9,ALL BLACK,20112,BROKEFLAKE,QUARTZITE,,0,20,11,6,,,,,,,,,1.3,
SPRING CAVE,I9,ALL BLACK,20113,ANGFRAG,QUARTZITE,,0,16,7,4,,,,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20114,ANGFRAG,QUARTZITE,,0,18,9,6,,,,,,,,,1.1,
SPRING CAVE,I9,ALL BLACK,20116,ANGFRAG,SILCRETE,,0,17,11,5,,,,,,,,,0.8,
SPRING CAVE,I9,ALL BLACK,20752,COMPFLAKE,QUARTZITE,FEATHER,100,56,34,16,,,,,,,,,19.8,
SPRING CAVE,I9,ALL BLACK,20753,ANGFRAG,QUARTZ,,0,15,14,12,,,,,,,,,2.5,
SPRING CAVE,I9,ALL BLACK,20754,ANGFRAG,QUARTZ,,90,18,11,9,,,,,,,,,1.5,
SPRING CAVE,I9,ALL BLACK,20755,ANGFRAG,QUARTZ,,80,12,10,4,,,,,,,,,0.7,
SPRING CAVE,I9,ALL BLACK,20756,ANGFRAG,QUARTZ,,100,14,11,3,,,,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20757,ANGFRAG,QUARTZ,,0,17,7,2,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20758,ANGFRAG,QUARTZ,,100,11,7,4,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20759,ANGFRAG,QUARTZ,,0,12,11,1,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20760,BROKEFLAKE,QUARTZ,,0,11,7,1,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20761,COMPFLAKE,QUARTZITE,FEATHER,50,24,17,18,,,,,,,,,2.2,
SPRING CAVE,I9,ALL BLACK,20762,ANGFRAG,QUARTZ,,0,25,14,6,,,,,,,,,1.9,
SPRING CAVE,I9,ALL BLACK,20763,ANGFRAG,QUARTZ,,0,19,9,4,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20764,BROKEFLAKE,QUARTZ,,0,11,10,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20765,COMPFLAKE,QUARTZ,FEATHER,0,15,9,3,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20766,ANGFRAG,QUARTZ,,0,13,6,5,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20767,BROKEFLAKE,QUARTZ,,0,11,9,2,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20768,BROKETOOL,CCS,,0,14,9,5,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20770,ANGFRAG,OTHER,,0,35,2,13,,,,,,,,,9.2,
SPRING CAVE,I9,ALL BLACK,20771,ANGFRAG,QUARTZ,,10,29,19,7,,,,,,,,,4.6,
SPRING CAVE,I9,ALL BLACK,20772,ANGFRAG,QUARTZ,,0,16,9,7,,,,,,,,,1.3,
SPRING CAVE,I9,ALL BLACK,20773,DISTFLAKE,QUARTZ,,0,13,9,3,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20774,ANGFRAG,QUARTZ,,0,9,8,6,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20775,BROKEFLAKE,QUARTZ,,0,10,8,3,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20776,ANGFRAG,QUARTZ,,0,19,12,7,,,,,,,,,1.5,
SPRING CAVE,I9,ALL BLACK,20777,ANGFRAG,QUARTZ,,0,12,7,4,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20778,COMPFLAKE,QUARTZ,FEATHER,10,30,25,5,,,,,,,,,2.4,
SPRING CAVE,I9,ALL BLACK,20779,ANGFRAG,QUARTZ,,0,16,12,5,,,,,,,,,0.9,
SPRING CAVE,I9,ALL BLACK,20780,ANGFRAG,QUARTZ,,100,24,12,8,,,,,,,,,2.2,
SPRING CAVE,I9,ALL BLACK,20781,PROXFLAKE,QUARTZ,,10,18,13,5,,,,,,,,,1,
SPRING CAVE,I9,ALL BLACK,20783,COMPFLAKE,QUARTZ,FEATHER,20,18,17,6,,,,,,,,,1.2,
SPRING CAVE,I9,ALL BLACK,20784,ANGFRAG,QUARTZ,,0,10,10,3,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20785,COMPFLAKE,QUARTZ,STEP,20,15,6,4,,,,,,,,,0.4,
SPRING CAVE,I9,ALL BLACK,20786,COMPFLAKE,QUARTZ,FEATHER,0,14,11,3,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20787,ANGFRAG,QUARTZ,,0,12,10,3,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20788,BROKEFLAKE,QUARTZ,,0,14,7,3,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20789,ANGFRAG,QUARTZ,,0,12,8,6,,,,,,,,,0.5,
SPRING CAVE,I9,ALL BLACK,20790,PROXFLAKE,QUARTZ,,0,17,9,4,,,,,,,,,0.6,
SPRING CAVE,I9,ALL BLACK,20791,ANGFRAG,QUARTZ,,0,17,0,7,,,,,,,,,0.8,
SPRING CAVE,I9,ALL BLACK,20792,DISTFLAKE,QUARTZ,FEATHER,0,15,9,3,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20793,ANGFRAG,QUARTZ,,70,11,7,3,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20794,ANGFRAG,QUARTZ,,0,9,3,6,,,,,,,,,0.1,
SPRING CAVE,I9,ALL BLACK,20795,ANGFRAG,QUARTZ,,0,16,8,3,,,,,,,,,0.2,
SPRING CAVE,I9,ALL BLACK,20796,COMPFLAKE,QUARTZ,FEATHER,20,11,9,4,,,,,,,,,0.3,
SPRING CAVE,I9,ALL BLACK,20797,ANGFRAG,QUARTZ,,0,11,9,2,,,,,,,,,0.1,
SPRING CAVE,D9/II,ASH 1,20236,COMPFLAKE,QUARTZITE,FEATHER,20,15,13,5,12,5,60,,,,,,0.7,
SPRING CAVE,D9/I,ASH 1,20195,ANGFRAG,QUARTZITE,,0,13,10,7,,,,,,,,,0.8,
SPRING CAVE,D9/I,ASH 1,20196,ANGFRAG,QUARTZITE,,0,11,7,4,,,,,,,,,0.3,
SPRING CAVE,D9/II,ASH 1,20237,ANGFRAG,QUARTZ,,100,15,,8,,,,,,,,,0.6,
SPRING CAVE,D9/I,ASH 1,20537,BROKEFLAKE,QUARTZITE,,100,57,27,16,,,,,,,,,32.7,
SPRING CAVE,D9/I,ASH 1,20538,ANGFRAG,QUARTZITE,,0,25,12,8,,,,,,,,,1.8,
SPRING CAVE,D9/I,ASH 1,20539,BROKEFLAKE,QUARTZITE,NA,0,22,16,7,,,,,,,,,2.4,
SPRING CAVE,D9/I,ASH 2,20162,COMPLETETOOL,QUARTZ,,0,21,5,2,,,,,,,,,0.3,
SPRING CAVE,D9/I,ASH 2,20205,ANGFRAG,QUARTZ,,0,12,8,4,,,,,,,,,0.2,
SPRING CAVE,D9/I,ASH 2,20206,ANGFRAG,QUARTZITE,,0,12,9,6,,,,,,,,,0.8,
SPRING CAVE,D9/II,ASH 2,20529,BROKEFLAKE,QUARTZITE,,0,34,22,11,,,,,,,,,5.8,
SPRING CAVE,D9/II,ASH 2,20530,SPLITFLAKE,QUARTZITE,,0,25,119,8,,,,,,,,,2.8,
SPRING CAVE,D9/II,ASH 2,20531,ANGFRAG,QUARTZ,,30,13,8,3,,,,,,,,,0.4,
SPRING CAVE,D9/II,ASH 2,20532,ANGFRAG,QUARTZ,,0,17,12,7,,,,,,,,,0.9,
SPRING CAVE,D9/II,ASH 2,20533,BROKEFLAKE,QUARTZ,,0,,10,3,,,,,,,,,0.3,
SPRING CAVE,D9/II,ASH 3,20557,COMPFLAKE,QUARTZ,FEATHER,0,26,16,6,15,8,80,,,,,,2.4,
SPRING CAVE,D9/II,ASH 3,20156,COMPFLAKE,HORNFELS,PLUNGE,20,20,20,7,10,3,70,,,,,,2.1,
SPRING CAVE,D9/II,ASH 3,20155,COMPLETETOOL,QUARTZ,,90,22,14,4,,,,,,,,,1.2,
SPRING CAVE,D9/II,ASH 3,20157,COMPLETETOOL,QUARTZ,,0,16,9,3,,,,,,,,,0.3,
SPRING CAVE,D9/II,ASH 3,20202,ANGFRAG,QUARTZITE,,0,16,9,4,,,,,,,,,0.5,LARGE QUARTZ CLAST INSIDE QUARTZITE
SPRING CAVE,D9/II,ASH 3,20203,ANGFRAG,QUARTZ,,20,10,8,4,,,,,,,,,0.1,
SPRING CAVE,D9/II,ASH 3,20204,ANGFRAG,QUARTZ,,0,10,8,3,,,,,,,,,0.3,
SPRING CAVE,D9/I,ASH 3,20290,ANGFRAG,SILCRETE,,70,15,8,7,,,,,,,,,0.8,
SPRING CAVE,D9/II,ASH 4,20192,COMPFLAKE,QUARTZ,FEATHER,10,10,9,3,8,4,70,,,,,,0.1,
SPRING CAVE,D9/II,ASH 4,20189,ANGFRAG,QUARTZ,,0,14,9,7,,,,,,,,,0.6,
SPRING CAVE,D9/II,ASH 4,20190,COMPFLAKE,QUARTZ,STEP,50,12,8,4,4,1,,,,,,,0.3,
SPRING CAVE,D9/II,ASH 4,20191,ANGFRAG,QUARTZ,,100,13,7,6,,,,,,,,,0.4,
SPRING CAVE,D9/II,ASH 4,20193,ANGFRAG,QUARTZ,,0,12,6,3,,,,,,,,,0.3,
SPRING CAVE,D9/II,ASH 4,20194,COMPFLAKE,QUARTZ,FEATHER,0,10,7,2,6,1,,,,,,,0.1,
SPRING CAVE,D9/II,ASH 4,20540,BROKEFLAKE,QUARTZITE,,10,41,27,9,,,,,,,,,1.3,
SPRING CAVE,D9/I,ASH 4,20556,BROKEFLAKE,QUARTZ,,10,23,20,6,,,,,,,,,3.2,
SPRING CAVE,I9,BBM,20625,COMPFLAKE,QUARTZ,FEATHER,10,16,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,BBM,20626,COMPFLAKE,QUARTZ,FEATHER,10,27,18,7,,,,,,,,,4.1,
SPRING CAVE,I9,BBM,20627,ANGFRAG,QUARTZ,,30,14,9,8,,,,,,,,,1.3,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20125,COMPFLAKE,SILCRETE,FEATHER,0,16,7,2,4,1,80,,,,,,0.2,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20126,ANGFRAG,QUARTZ,,0,11,5,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20127,ANGFRAG,SILCRETE,,0,10,4,4,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20128,ANGFRAG,QUARTZ,,50,11,9,5,,,,,,,,,0.6,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20129,COMPLETETOOL,QUARTZ,,0,12,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20130,ANGFRAG,QUARTZ,,10,14,7,6,,,,,,,,,0.7,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20131,ANGFRAG,QUARTZ,,0,10,7,4,,,,,,,,,0.3,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20132,ANGFRAG,QUARTZ,,0,10,6,4,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20133,ANGFRAG,QUARTZ,,100,14,11,4,,,,,,,,,0.9,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20134,ANGFRAG,QUARTZ,,100,11,10,4,,,,,,,,,0.4,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20135,COMPLETETOOL,QUARTZ,,40,13,10,6,,,,,,,,,0.6,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20136,ANGFRAG,QUARTZ,,0,11,9,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20137,ANGFRAG,QUARTZITE,,0,12,10,5,,,,,,,,,0.4,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20138,ANGFRAG,QUARTZITE,,100,11,8,3,,,,,,,,,0.2,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20825,COMPFLAKE,QUARTZ,FEATHER,40,26,21,10,13,6,,,,,,,5.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20826,COMPFLAKE,QUARTZ,NA,60,51,24,17,,,,,,,,,21.1,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20827,ANGFRAG,QUARTZ,,70,54,17,12,,,,,,,,,12.3,
SPRING CAVE,I9,BELOW BLACK MIDDEN,20828,COMPFLAKE,QUARTZITE,FEATHER,0,35,24,10,,,,,,,,,6.3,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20737,COMPFLAKE,QUARTZ,FEATHER,10,19,12,4,5,2,90,,,,,,0.9,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20736,COMPFLAKE,QUARTZ,FEATHER,0,14,13,3,5,2,80,,,,,,0.6,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20724,BROKEFLAKE,QUARTZ,,10,17,10,3,,,,,,,,,0.5,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20725,ANGFRAG,QUARTZ,,50,18,14,10,,,,,,,,,2.5,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20726,ANGFRAG,QUARTZ,,100,21,10,6,,,,,,,,,1.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20727,ANGFRAG,QUARTZ,,0,15,14,9,,,,,,,,,1.2,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20728,BROKEFLAKE,QUARTZ,,0,13,8,3,,,,,,,,,0.5,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20729,ANGFRAG,QUARTZ,,10,13,7,5,,,,,,,,,0.6,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20730,ANGFRAG,QUARTZ,,0,12,7,3,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20731,ANGFRAG,QUARTZ,,0,10,6,6,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20732,ANGFRAG,QUARTZ,,30,12,10,4,,,,,,,,,0.2,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20733,BROKEFLAKE,QUARTZ,,10,15,8,2,,,,,,,,,0.2,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20734,DISTTOOL,QUARTZ,,0,12,7,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20735,COMPFLAKE,QUARTZ,FEATHER,60,32,22,10,,,,,,,,,7,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20738,COMPFLAKE,QUARTZ,FEATHER,0,19,12,4,,,,,,,,,0.6,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20739,COMPFLAKE,QUARTZ,FEATHER,100,18,12,4,,,,,,,,,0.4,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20740,PROXFLAKE,QUARTZ,,0,14,11,4,,,,,,,,,0.7,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20741,BROKEFLAKE,QUARTZ,,0,14,8,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20742,ANGFRAG,QUARTZ,,0,12,7,5,,,,,,,,,0.3,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20743,COMPFLAKE,SILCRETE,FEATHER,0,13,8,4,,,,,,,,,0.2,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20744,BROKEFLAKE,SILCRETE,,0,13,9,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20745,ANGFRAG,QUARTZ,,0,29,20,8,,,,,,,,,4.1,BPCORE
SPRING CAVE,I9,BELOW BM UNDER ROCK,20746,ANGFRAG,QUARTZ,,0,16,7,5,,,,,,,,,0.7,BPCORE
SPRING CAVE,I9,BELOW BM UNDER ROCK,20747,DISTTOOL,QUARTZ,,0,13,10,5,,,,,,,,,0.7,SCRAPER
